# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-09-25 14:00:35 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 50023110 LAGO VIVI NR UTUADO, PR
# -----------------------------------------------------------------------------------
#
# Data provided for site 50023110
#            TS   parameter     Description
#        123882       00045     Precipitation, total, inches
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
# 
agency_cd	site_no	datetime	tz_cd	123882_00045	123882_00045_cd
USGS	50023110	2017-09-19 18:00	AST	0.00	P
USGS	50023110	2017-09-19 18:15	AST	0.00	P
USGS	50023110	2017-09-19 18:30	AST	0.00	P
USGS	50023110	2017-09-19 18:45	AST	0.01	P
USGS	50023110	2017-09-19 19:00	AST	0.00	P
USGS	50023110	2017-09-19 19:15	AST	0.00	P
USGS	50023110	2017-09-19 19:30	AST	0.01	P
USGS	50023110	2017-09-19 19:45	AST	0.00	P
USGS	50023110	2017-09-19 20:00	AST	0.00	P
USGS	50023110	2017-09-19 20:15	AST	0.00	P
USGS	50023110	2017-09-19 20:30	AST	0.01	P
USGS	50023110	2017-09-19 20:45	AST	0.00	P
USGS	50023110	2017-09-19 21:00	AST	0.01	P
USGS	50023110	2017-09-19 21:15	AST	0.00	P
USGS	50023110	2017-09-19 21:30	AST	0.00	P
USGS	50023110	2017-09-19 21:45	AST	0.06	P
USGS	50023110	2017-09-19 22:00	AST	0.02	P
USGS	50023110	2017-09-19 22:15	AST	0.15	P
USGS	50023110	2017-09-19 22:16	AST	0.00	P
USGS	50023110	2017-09-19 22:30	AST	0.04	P
USGS	50023110	2017-09-19 22:45	AST	0.00	P
USGS	50023110	2017-09-19 23:00	AST	0.01	P
USGS	50023110	2017-09-19 23:15	AST	0.00	P
USGS	50023110	2017-09-19 23:30	AST	0.00	P
USGS	50023110	2017-09-19 23:45	AST	0.00	P
USGS	50023110	2017-09-20 00:00	AST	0.01	P
USGS	50023110	2017-09-20 00:15	AST	0.00	P
USGS	50023110	2017-09-20 00:30	AST	0.04	P
USGS	50023110	2017-09-20 00:45	AST	0.12	P
USGS	50023110	2017-09-20 00:46	AST	0.00	P
USGS	50023110	2017-09-20 01:00	AST	0.10	P
USGS	50023110	2017-09-20 01:01	AST	0.00	P
USGS	50023110	2017-09-20 01:15	AST	0.02	P
USGS	50023110	2017-09-20 01:30	AST	0.01	P
USGS	50023110	2017-09-20 01:45	AST	0.05	P
USGS	50023110	2017-09-20 02:00	AST	0.02	P
USGS	50023110	2017-09-20 02:15	AST	0.02	P
USGS	50023110	2017-09-20 02:30	AST	0.00	P
USGS	50023110	2017-09-20 02:45	AST	0.03	P
USGS	50023110	2017-09-20 03:00	AST	0.06	P
USGS	50023110	2017-09-20 03:15	AST	0.05	P
USGS	50023110	2017-09-20 03:30	AST	0.00	P
USGS	50023110	2017-09-20 03:45	AST	0.15	P
USGS	50023110	2017-09-20 03:47	AST	0.00	P
USGS	50023110	2017-09-20 04:00	AST	0.15	P
USGS	50023110	2017-09-20 04:02	AST	0.00	P
USGS	50023110	2017-09-20 04:15	AST	0.22	P
USGS	50023110	2017-09-20 04:30	AST	0.21	P
USGS	50023110	2017-09-20 04:32	AST	0.00	P
USGS	50023110	2017-09-20 04:45	AST	0.17	P
USGS	50023110	2017-09-20 04:46	AST	0.00	P
USGS	50023110	2017-09-20 05:00	AST	0.16	P
USGS	50023110	2017-09-20 05:03	AST	0.00	P
USGS	50023110	2017-09-20 05:15	AST	0.22	P
USGS	50023110	2017-09-20 05:30	AST	0.30	P
USGS	50023110	2017-09-20 05:32	AST	0.00	P
USGS	50023110	2017-09-20 05:45	AST	0.25	P
USGS	50023110	2017-09-20 05:47	AST	0.00	P
USGS	50023110	2017-09-20 06:00	AST	0.36	P
USGS	50023110	2017-09-20 06:03	AST	0.00	P
USGS	50023110	2017-09-20 06:15	AST	0.44	P
USGS	50023110	2017-09-20 06:19	AST	0.00	P
USGS	50023110	2017-09-20 06:30	AST	0.56	P
USGS	50023110	2017-09-20 06:33	AST	0.00	P
USGS	50023110	2017-09-20 06:45	AST	0.60	P
USGS	50023110	2017-09-20 06:51	AST	0.00	P
USGS	50023110	2017-09-20 07:00	AST	0.25	P
USGS	50023110	2017-09-20 07:03	AST	0.00	P
USGS	50023110	2017-09-20 07:15	AST	0.36	P
USGS	50023110	2017-09-20 07:20	AST	0.00	P
USGS	50023110	2017-09-20 07:30	AST	0.54	P
USGS	50023110	2017-09-20 07:32	AST	0.00	P
USGS	50023110	2017-09-20 07:45	AST	0.86	P
USGS	50023110	2017-09-20 08:00	AST	0.53	P
USGS	50023110	2017-09-20 08:15	AST	0.00	P
USGS	50023110	2017-09-20 08:30	AST	0.84	P
USGS	50023110	2017-09-20 08:45	AST	3.07	P
USGS	50023110	2017-09-20 09:00	AST	2.00	P
USGS	50023110	2017-09-20 09:15	AST	2.22	P
USGS	50023110	2017-09-20 09:30	AST	1.93	P
USGS	50023110	2017-09-20 09:45	AST	0.32	P
USGS	50023110	2017-09-20 10:00	AST	0.26	P
USGS	50023110	2017-09-20 10:15	AST	0.23	P
USGS	50023110	2017-09-20 10:30	AST	0.11	P
USGS	50023110	2017-09-20 10:45	AST	0.04	P
USGS	50023110	2017-09-20 11:00	AST	0.02	P
USGS	50023110	2017-09-20 11:15	AST	0.01	P
USGS	50023110	2017-09-20 11:30	AST	0.01	P
USGS	50023110	2017-09-20 11:45	AST	0.00	P
USGS	50023110	2017-09-20 12:00	AST	0.01	P
USGS	50023110	2017-09-20 12:15	AST	0.02	P
USGS	50023110	2017-09-20 12:30	AST	0.05	P
USGS	50023110	2017-09-20 12:45	AST	0.05	P
USGS	50023110	2017-09-20 13:00	AST	0.04	P
USGS	50023110	2017-09-20 13:15	AST	0.05	P
USGS	50023110	2017-09-20 13:30	AST	0.03	P
USGS	50023110	2017-09-20 13:45	AST	0.02	P
USGS	50023110	2017-09-20 14:00	AST	0.05	P
USGS	50023110	2017-09-20 14:15	AST	0.01	P
USGS	50023110	2017-09-20 14:30	AST	0.03	P
USGS	50023110	2017-09-20 14:45	AST	0.02	P
USGS	50023110	2017-09-20 15:00	AST	0.03	P
USGS	50023110	2017-09-20 15:15	AST	0.04	P
USGS	50023110	2017-09-20 15:30	AST	0.04	P
USGS	50023110	2017-09-20 15:45	AST	0.04	P
USGS	50023110	2017-09-20 16:00	AST	0.05	P
USGS	50023110	2017-09-20 16:15	AST	0.04	P
USGS	50023110	2017-09-20 16:30	AST	0.03	P
USGS	50023110	2017-09-20 16:45	AST	0.02	P
USGS	50023110	2017-09-20 17:00	AST	0.03	P
USGS	50023110	2017-09-20 17:15	AST	0.02	P
USGS	50023110	2017-09-20 17:30	AST	0.06	P
USGS	50023110	2017-09-20 17:45	AST	0.05	P
USGS	50023110	2017-09-20 18:00	AST	0.03	P
USGS	50023110	2017-09-20 18:15	AST	0.03	P
USGS	50023110	2017-09-20 18:30	AST	0.01	P
USGS	50023110	2017-09-20 18:45	AST	0.01	P
USGS	50023110	2017-09-20 19:00	AST	0.02	P
USGS	50023110	2017-09-20 19:15	AST	0.02	P
USGS	50023110	2017-09-20 19:30	AST	0.02	P
USGS	50023110	2017-09-20 19:45	AST	0.00	P
USGS	50023110	2017-09-20 20:00	AST	0.01	P
USGS	50023110	2017-09-20 20:02	AST	0.00	P
USGS	50023110	2017-09-20 20:15	AST	0.03	P
USGS	50023110	2017-09-20 20:17	AST	0.00	P
USGS	50023110	2017-09-20 20:30	AST	0.01	P
USGS	50023110	2017-09-20 20:32	AST	0.00	P
USGS	50023110	2017-09-20 20:45	AST	0.00	P
USGS	50023110	2017-09-20 20:51	AST	0.00	P
USGS	50023110	2017-09-20 21:00	AST	0.01	P
USGS	50023110	2017-09-20 21:01	AST	0.00	P
USGS	50023110	2017-09-20 21:15	AST	0.02	P
USGS	50023110	2017-09-20 21:18	AST	0.00	P
USGS	50023110	2017-09-20 21:30	AST	0.02	P
USGS	50023110	2017-09-20 21:31	AST	0.00	P
USGS	50023110	2017-09-20 21:45	AST	0.01	P
USGS	50023110	2017-09-20 21:47	AST	0.00	P
USGS	50023110	2017-09-20 22:00	AST	0.01	P
USGS	50023110	2017-09-20 22:02	AST	0.00	P
USGS	50023110	2017-09-20 22:15	AST	0.01	P
USGS	50023110	2017-09-20 22:30	AST	0.01	P
USGS	50023110	2017-09-20 22:45	AST	0.02	P
USGS	50023110	2017-09-20 23:00	AST	0.01	P
USGS	50023110	2017-09-20 23:15	AST	0.02	P
USGS	50023110	2017-09-20 23:30	AST	0.00	P
USGS	50023110	2017-09-20 23:45	AST	0.01	P
USGS	50023110	2017-09-21 00:00	AST	0.02	P
USGS	50023110	2017-09-21 00:15	AST	0.01	P
USGS	50023110	2017-09-21 00:30	AST	0.01	P
USGS	50023110	2017-09-21 00:45	AST	0.00	P
USGS	50023110	2017-09-21 01:00	AST	0.02	P
USGS	50023110	2017-09-21 01:15	AST	0.01	P
USGS	50023110	2017-09-21 01:30	AST	0.01	P
USGS	50023110	2017-09-21 01:45	AST	0.01	P
USGS	50023110	2017-09-21 02:00	AST	0.00	P
USGS	50023110	2017-09-21 02:15	AST	0.01	P
USGS	50023110	2017-09-21 02:30	AST	0.00	P
USGS	50023110	2017-09-21 02:45	AST	0.01	P
USGS	50023110	2017-09-21 03:00	AST	0.00	P
USGS	50023110	2017-09-21 03:15	AST	0.01	P
USGS	50023110	2017-09-21 03:30	AST	0.00	P
USGS	50023110	2017-09-21 03:45	AST	0.00	P
USGS	50023110	2017-09-21 04:00	AST	0.01	P
USGS	50023110	2017-09-21 04:15	AST	0.00	P
USGS	50023110	2017-09-21 04:30	AST	0.00	P
USGS	50023110	2017-09-21 04:45	AST	0.00	P
USGS	50023110	2017-09-21 05:00	AST	0.00	P
USGS	50023110	2017-09-21 05:15	AST	0.00	P
USGS	50023110	2017-09-21 05:30	AST	0.01	P
USGS	50023110	2017-09-21 05:45	AST	0.00	P
USGS	50023110	2017-09-21 06:00	AST	0.00	P
USGS	50023110	2017-09-21 06:15	AST	0.01	P
USGS	50023110	2017-09-21 06:30	AST	0.00	P
USGS	50023110	2017-09-21 06:31	AST	0.00	P
USGS	50023110	2017-09-21 06:35	AST	0.00	P
USGS	50023110	2017-09-21 06:45	AST	0.01	P
USGS	50023110	2017-09-21 06:52	AST	0.00	P
USGS	50023110	2017-09-21 07:00	AST	0.00	P
USGS	50023110	2017-09-21 07:01	AST	0.00	P
USGS	50023110	2017-09-21 07:15	AST	0.01	P
USGS	50023110	2017-09-21 07:30	AST	0.00	P
USGS	50023110	2017-09-21 07:45	AST	0.01	P
USGS	50023110	2017-09-21 07:46	AST	0.00	P
USGS	50023110	2017-09-21 08:00	AST	0.00	P
USGS	50023110	2017-09-21 08:15	AST	0.01	P
USGS	50023110	2017-09-21 08:30	AST	0.00	P
USGS	50023110	2017-09-21 08:45	AST	0.00	P
USGS	50023110	2017-09-21 08:51	AST	0.00	P
USGS	50023110	2017-09-21 09:00	AST	0.00	P
USGS	50023110	2017-09-21 09:04	AST	0.00	P
USGS	50023110	2017-09-21 09:15	AST	0.01	P
USGS	50023110	2017-09-21 09:18	AST	0.00	P
USGS	50023110	2017-09-21 09:30	AST	0.00	P
USGS	50023110	2017-09-21 09:32	AST	0.00	P
USGS	50023110	2017-09-21 09:45	AST	0.01	P
USGS	50023110	2017-09-21 09:51	AST	0.00	P
USGS	50023110	2017-09-21 10:00	AST	0.00	P
USGS	50023110	2017-09-21 10:05	AST	0.00	P
USGS	50023110	2017-09-21 10:15	AST	0.01	P
USGS	50023110	2017-09-21 10:16	AST	0.00	P
USGS	50023110	2017-09-21 10:30	AST	0.00	P
USGS	50023110	2017-09-21 10:35	AST	0.00	P
USGS	50023110	2017-09-21 10:45	AST	0.00	P
USGS	50023110	2017-09-21 10:52	AST	0.00	P
USGS	50023110	2017-09-21 11:00	AST	0.00	P
USGS	50023110	2017-09-21 11:15	AST	0.00	P
USGS	50023110	2017-09-21 11:30	AST	0.01	P
USGS	50023110	2017-09-21 11:45	AST	0.00	P
USGS	50023110	2017-09-21 12:00	AST	0.00	P
USGS	50023110	2017-09-21 12:15	AST	0.01	P
USGS	50023110	2017-09-21 12:30	AST	0.00	P
USGS	50023110	2017-09-21 12:45	AST	0.00	P
USGS	50023110	2017-09-21 13:00	AST	0.01	P
USGS	50023110	2017-09-21 13:15	AST	0.00	P
USGS	50023110	2017-09-21 13:30	AST	0.01	P
USGS	50023110	2017-09-21 13:45	AST	0.00	P
USGS	50023110	2017-09-21 14:00	AST	0.00	P
USGS	50023110	2017-09-21 14:15	AST	0.00	P
USGS	50023110	2017-09-21 14:30	AST	0.01	P
USGS	50023110	2017-09-21 14:45	AST	0.00	P
USGS	50023110	2017-09-21 15:00	AST	0.00	P
USGS	50023110	2017-09-21 15:15	AST	0.01	P
USGS	50023110	2017-09-21 15:30	AST	0.00	P
USGS	50023110	2017-09-21 15:45	AST	0.00	P
USGS	50023110	2017-09-21 16:00	AST	0.00	P
USGS	50023110	2017-09-21 16:15	AST	0.01	P
USGS	50023110	2017-09-21 16:30	AST	0.00	P
USGS	50023110	2017-09-21 16:45	AST	0.00	P
USGS	50023110	2017-09-21 17:00	AST	0.00	P
USGS	50023110	2017-09-21 17:15	AST	0.00	P
USGS	50023110	2017-09-21 17:30	AST	0.01	P
USGS	50023110	2017-09-21 17:45	AST	0.00	P
USGS	50023110	2017-09-21 18:00	AST	0.00	P
USGS	50023110	2017-09-21 18:15	AST	0.00	P
USGS	50023110	2017-09-21 18:30	AST	0.00	P
USGS	50023110	2017-09-21 18:45	AST	0.00	P
USGS	50023110	2017-09-21 19:00	AST	0.00	P
USGS	50023110	2017-09-21 19:01	AST	0.00	P
USGS	50023110	2017-09-21 19:15	AST	0.00	P
USGS	50023110	2017-09-21 19:30	AST	0.00	P
USGS	50023110	2017-09-21 19:45	AST	0.00	P
USGS	50023110	2017-09-21 20:00	AST	0.00	P
USGS	50023110	2017-09-21 20:15	AST	0.00	P
USGS	50023110	2017-09-21 20:30	AST	0.00	P
USGS	50023110	2017-09-21 20:45	AST	0.01	P
USGS	50023110	2017-09-21 21:00	AST	0.00	P
USGS	50023110	2017-09-21 21:15	AST	0.00	P
USGS	50023110	2017-09-21 21:30	AST	0.00	P
USGS	50023110	2017-09-21 21:45	AST	0.00	P
USGS	50023110	2017-09-21 22:00	AST	0.00	P
USGS	50023110	2017-09-21 22:15	AST	0.01	P
USGS	50023110	2017-09-21 22:30	AST	0.00	P
USGS	50023110	2017-09-21 22:45	AST	0.00	P
USGS	50023110	2017-09-21 23:00	AST	0.00	P
USGS	50023110	2017-09-21 23:15	AST	0.01	P
USGS	50023110	2017-09-21 23:30	AST	0.00	P
USGS	50023110	2017-09-21 23:45	AST	0.00	P
USGS	50023110	2017-09-22 00:00	AST	0.01	P
USGS	50023110	2017-09-22 00:15	AST	0.00	P
USGS	50023110	2017-09-22 00:30	AST	0.00	P
USGS	50023110	2017-09-22 00:45	AST	0.01	P
USGS	50023110	2017-09-22 01:00	AST	0.00	P
USGS	50023110	2017-09-22 01:15	AST	0.00	P
USGS	50023110	2017-09-22 01:30	AST	0.01	P
USGS	50023110	2017-09-22 01:45	AST	0.00	P
USGS	50023110	2017-09-22 02:00	AST	0.00	P
USGS	50023110	2017-09-22 02:15	AST	0.01	P
USGS	50023110	2017-09-22 02:30	AST	0.00	P
USGS	50023110	2017-09-22 02:45	AST	0.00	P
USGS	50023110	2017-09-22 03:00	AST	0.00	P
USGS	50023110	2017-09-22 03:01	AST	0.00	P
USGS	50023110	2017-09-22 03:15	AST	0.01	P
USGS	50023110	2017-09-22 03:30	AST	0.00	P
USGS	50023110	2017-09-22 03:45	AST	0.00	P
USGS	50023110	2017-09-22 04:00	AST	0.00	P
USGS	50023110	2017-09-22 04:15	AST	0.00	P
USGS	50023110	2017-09-22 04:30	AST	0.01	P
USGS	50023110	2017-09-22 04:45	AST	0.00	P
USGS	50023110	2017-09-22 05:00	AST	0.00	P
USGS	50023110	2017-09-22 05:15	AST	0.01	P
USGS	50023110	2017-09-22 05:16	AST	0.00	P
USGS	50023110	2017-09-22 05:30	AST	0.00	P
USGS	50023110	2017-09-22 05:45	AST	0.00	P
USGS	50023110	2017-09-22 06:00	AST	0.00	P
USGS	50023110	2017-09-22 06:15	AST	0.01	P
USGS	50023110	2017-09-22 06:30	AST	0.00	P
USGS	50023110	2017-09-22 06:35	AST	0.00	P
USGS	50023110	2017-09-22 06:45	AST	0.00	P
USGS	50023110	2017-09-22 07:00	AST	0.01	P
USGS	50023110	2017-09-22 07:15	AST	0.00	P
USGS	50023110	2017-09-22 07:16	AST	0.00	P
USGS	50023110	2017-09-22 07:20	AST	0.00	P
USGS	50023110	2017-09-22 07:30	AST	0.00	P
USGS	50023110	2017-09-22 07:35	AST	0.00	P
USGS	50023110	2017-09-22 07:45	AST	0.00	P
USGS	50023110	2017-09-22 08:00	AST	0.00	P
USGS	50023110	2017-09-22 08:15	AST	0.01	P
USGS	50023110	2017-09-22 08:30	AST	0.01	P
USGS	50023110	2017-09-22 08:45	AST	0.00	P
USGS	50023110	2017-09-22 09:00	AST	0.00	P
USGS	50023110	2017-09-22 09:15	AST	0.00	P
USGS	50023110	2017-09-22 09:30	AST	0.01	P
USGS	50023110	2017-09-22 09:31	AST	0.00	P
USGS	50023110	2017-09-22 09:35	AST	0.00	P
USGS	50023110	2017-09-22 09:45	AST	0.00	P
USGS	50023110	2017-09-22 09:46	AST	0.00	P
USGS	50023110	2017-09-22 09:51	AST	0.00	P
USGS	50023110	2017-09-22 10:00	AST	0.01	P
USGS	50023110	2017-09-22 10:04	AST	0.00	P
USGS	50023110	2017-09-22 10:15	AST	0.00	P
USGS	50023110	2017-09-22 10:30	AST	0.00	P
USGS	50023110	2017-09-22 10:45	AST	0.00	P
USGS	50023110	2017-09-22 11:00	AST	0.00	P
USGS	50023110	2017-09-22 11:15	AST	0.01	P
USGS	50023110	2017-09-22 11:30	AST	0.00	P
USGS	50023110	2017-09-22 11:45	AST	0.00	P
USGS	50023110	2017-09-22 11:46	AST	0.00	P
USGS	50023110	2017-09-22 12:00	AST	0.01	P
USGS	50023110	2017-09-22 12:15	AST	0.00	P
USGS	50023110	2017-09-22 12:30	AST	0.00	P
USGS	50023110	2017-09-22 12:45	AST	0.00	P
USGS	50023110	2017-09-22 13:00	AST	0.00	P
USGS	50023110	2017-09-22 13:15	AST	0.01	P
USGS	50023110	2017-09-22 13:30	AST	0.00	P
USGS	50023110	2017-09-22 13:45	AST	0.00	P
USGS	50023110	2017-09-22 14:00	AST	0.00	P
USGS	50023110	2017-09-22 14:15	AST	0.01	P
USGS	50023110	2017-09-22 14:30	AST	0.00	P
USGS	50023110	2017-09-22 14:45	AST	0.00	P
USGS	50023110	2017-09-22 15:00	AST	0.00	P
USGS	50023110	2017-09-22 15:15	AST	0.00	P
USGS	50023110	2017-09-22 15:30	AST	0.00	P
USGS	50023110	2017-09-22 15:45	AST	0.01	P
USGS	50023110	2017-09-22 15:46	AST	0.00	P
USGS	50023110	2017-09-22 16:00	AST	0.00	P
USGS	50023110	2017-09-22 16:01	AST	0.00	P
USGS	50023110	2017-09-22 16:15	AST	0.00	P
USGS	50023110	2017-09-22 16:30	AST	0.00	P
USGS	50023110	2017-09-22 16:31	AST	0.00	P
USGS	50023110	2017-09-22 16:45	AST	0.00	P
USGS	50023110	2017-09-22 17:00	AST	0.01	P
USGS	50023110	2017-09-22 17:15	AST	0.00	P
USGS	50023110	2017-09-22 17:30	AST	0.00	P
USGS	50023110	2017-09-22 17:45	AST	0.00	P
USGS	50023110	2017-09-22 18:00	AST	0.00	P
USGS	50023110	2017-09-22 18:15	AST	0.00	P
USGS	50023110	2017-09-22 18:30	AST	0.01	P
USGS	50023110	2017-09-22 18:45	AST	0.00	P
USGS	50023110	2017-09-22 19:00	AST	0.00	P
USGS	50023110	2017-09-22 19:15	AST	0.02	P
USGS	50023110	2017-09-22 19:30	AST	0.00	P
USGS	50023110	2017-09-22 19:45	AST	0.00	P
USGS	50023110	2017-09-22 20:00	AST	0.00	P
USGS	50023110	2017-09-22 20:15	AST	0.00	P
USGS	50023110	2017-09-22 20:30	AST	0.00	P
USGS	50023110	2017-09-22 20:45	AST	0.01	P
USGS	50023110	2017-09-22 21:00	AST	0.00	P
USGS	50023110	2017-09-22 21:01	AST	0.00	P
USGS	50023110	2017-09-22 21:05	AST	0.00	P
USGS	50023110	2017-09-22 21:15	AST	0.00	P
USGS	50023110	2017-09-22 21:30	AST	0.00	P
USGS	50023110	2017-09-22 21:45	AST	0.00	P
USGS	50023110	2017-09-22 22:00	AST	0.00	P
USGS	50023110	2017-09-22 22:15	AST	0.01	P
USGS	50023110	2017-09-22 22:30	AST	0.00	P
USGS	50023110	2017-09-22 22:45	AST	0.00	P
USGS	50023110	2017-09-22 23:00	AST	0.00	P
USGS	50023110	2017-09-22 23:15	AST	0.00	P
USGS	50023110	2017-09-22 23:30	AST	0.00	P
USGS	50023110	2017-09-22 23:45	AST	0.00	P
USGS	50023110	2017-09-23 00:00	AST	0.00	P
USGS	50023110	2017-09-23 00:15	AST	0.01	P
USGS	50023110	2017-09-23 00:30	AST	0.00	P
USGS	50023110	2017-09-23 00:45	AST	0.00	P
USGS	50023110	2017-09-23 01:00	AST	0.00	P
USGS	50023110	2017-09-23 01:15	AST	0.00	P
USGS	50023110	2017-09-23 01:30	AST	0.00	P
USGS	50023110	2017-09-23 01:45	AST	0.00	P
USGS	50023110	2017-09-23 02:00	AST	0.01	P
USGS	50023110	2017-09-23 02:15	AST	0.00	P
USGS	50023110	2017-09-23 02:30	AST	0.00	P
USGS	50023110	2017-09-23 02:45	AST	0.00	P
USGS	50023110	2017-09-23 03:00	AST	0.00	P
USGS	50023110	2017-09-23 03:15	AST	0.00	P
USGS	50023110	2017-09-23 03:30	AST	0.00	P
USGS	50023110	2017-09-23 03:45	AST	0.00	P
USGS	50023110	2017-09-23 04:00	AST	0.00	P
USGS	50023110	2017-09-23 04:15	AST	0.00	P
USGS	50023110	2017-09-23 04:30	AST	0.00	P
USGS	50023110	2017-09-23 04:45	AST	0.00	P
USGS	50023110	2017-09-23 05:00	AST	0.00	P
USGS	50023110	2017-09-23 05:15	AST	0.01	P
USGS	50023110	2017-09-23 05:30	AST	0.00	P
USGS	50023110	2017-09-23 05:45	AST	0.00	P
USGS	50023110	2017-09-23 06:00	AST	0.00	P
USGS	50023110	2017-09-23 06:15	AST	0.00	P
USGS	50023110	2017-09-23 06:30	AST	0.00	P
USGS	50023110	2017-09-23 06:45	AST	0.00	P
USGS	50023110	2017-09-23 07:00	AST	0.00	P
USGS	50023110	2017-09-23 07:15	AST	0.00	P
USGS	50023110	2017-09-23 07:30	AST	0.00	P
USGS	50023110	2017-09-23 07:45	AST	0.01	P
USGS	50023110	2017-09-23 08:00	AST	0.00	P
USGS	50023110	2017-09-23 08:15	AST	0.00	P
USGS	50023110	2017-09-23 08:30	AST	0.00	P
USGS	50023110	2017-09-23 08:45	AST	0.00	P
USGS	50023110	2017-09-23 09:00	AST	0.00	P
USGS	50023110	2017-09-23 09:15	AST	0.00	P
USGS	50023110	2017-09-23 09:30	AST	0.00	P
USGS	50023110	2017-09-23 09:45	AST	0.00	P
USGS	50023110	2017-09-23 10:00	AST	0.00	P
USGS	50023110	2017-09-23 10:15	AST	0.00	P
USGS	50023110	2017-09-23 10:30	AST	0.00	P
USGS	50023110	2017-09-23 10:45	AST	0.01	P
USGS	50023110	2017-09-23 11:00	AST	0.00	P
USGS	50023110	2017-09-23 11:15	AST	0.00	P
USGS	50023110	2017-09-23 11:30	AST	0.00	P
USGS	50023110	2017-09-23 11:45	AST	0.00	P
USGS	50023110	2017-09-23 12:00	AST	0.00	P
USGS	50023110	2017-09-23 12:15	AST	0.00	P
USGS	50023110	2017-09-23 12:30	AST	0.00	P
USGS	50023110	2017-09-23 12:45	AST	0.00	P
USGS	50023110	2017-09-23 13:00	AST	0.00	P
USGS	50023110	2017-09-23 13:15	AST	0.00	P
USGS	50023110	2017-09-23 13:30	AST	0.00	P
USGS	50023110	2017-09-23 13:45	AST	0.00	P
USGS	50023110	2017-09-23 14:00	AST	0.00	P
USGS	50023110	2017-09-23 14:15	AST	0.00	P
USGS	50023110	2017-09-23 14:30	AST	0.00	P
USGS	50023110	2017-09-23 14:45	AST	0.00	P
USGS	50023110	2017-09-23 15:00	AST	0.00	P
USGS	50023110	2017-09-23 15:15	AST	0.00	P
USGS	50023110	2017-09-23 15:30	AST	0.01	P
USGS	50023110	2017-09-23 15:45	AST	0.00	P
USGS	50023110	2017-09-23 16:00	AST	0.00	P
USGS	50023110	2017-09-23 16:15	AST	0.00	P
USGS	50023110	2017-09-23 16:30	AST	0.00	P
USGS	50023110	2017-09-23 16:45	AST	0.00	P
USGS	50023110	2017-09-23 17:00	AST	0.00	P
USGS	50023110	2017-09-23 17:15	AST	0.00	P
USGS	50023110	2017-09-23 17:30	AST	0.00	P
USGS	50023110	2017-09-23 17:45	AST	0.00	P
USGS	50023110	2017-09-23 18:00	AST	0.00	P
USGS	50023110	2017-09-23 18:15	AST	0.00	P
USGS	50023110	2017-09-23 18:30	AST	0.00	P
USGS	50023110	2017-09-23 18:45	AST	0.00	P
USGS	50023110	2017-09-23 19:00	AST	0.00	P
USGS	50023110	2017-09-23 19:15	AST	0.00	P
USGS	50023110	2017-09-23 19:30	AST	0.00	P
USGS	50023110	2017-09-23 19:45	AST	0.00	P
USGS	50023110	2017-09-23 20:00	AST	0.00	P
USGS	50023110	2017-09-23 20:15	AST	0.00	P
USGS	50023110	2017-09-23 20:30	AST	0.00	P
USGS	50023110	2017-09-23 20:45	AST	0.00	P
USGS	50023110	2017-09-23 21:00	AST	0.00	P
USGS	50023110	2017-09-23 21:15	AST	0.00	P
USGS	50023110	2017-09-23 21:30	AST	0.00	P
USGS	50023110	2017-09-23 21:45	AST	0.00	P
USGS	50023110	2017-09-23 22:00	AST	0.00	P
USGS	50023110	2017-09-23 22:15	AST	0.00	P
USGS	50023110	2017-09-23 22:30	AST	0.00	P
USGS	50023110	2017-09-23 22:45	AST	0.00	P
USGS	50023110	2017-09-23 23:00	AST	0.00	P
USGS	50023110	2017-09-23 23:15	AST	0.00	P
USGS	50023110	2017-09-23 23:30	AST	0.00	P
USGS	50023110	2017-09-23 23:45	AST	0.00	P
